url,name,activity,Beam,Business Address,Call sign,Carrying capacity (t),Company,Depth,Engine power (HP),Fish hold volume (m3),Fish hold volume confirmation date,Flag,Gear,Gross tonnage,IATTC Vessel Number,IMONO,Length,Managing Company,Managing Company Address,Notes,Port of registration,Previous Flag,Previous name,Registration number,Shipyard,Year built
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3184&Lang=en,Andrea,Authorized to fishActive,8,Calle 28 y Avenida Flavio Reyes(Patio de Tecnigruas)MantaEcuador,HC2681,179,"Industrias de Productos del Mar, S.A. (IDELMAR)",4.19,850,211,31 Oct 2018,Ecuador,Purse seine,314,3184,5279022,33.95,NA,NA,NA,Guayaquil,NA,Indico - Change to Andrea notified on 27 Oct 2005 (recorded on 11 Apr 2006)  - Flag at time of change: Ecuador,P-00-00532,Bobetame Sari,1965
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3193&Lang=en,Lucy,Authorized to fishActive,8.53,"Apartado 13054881Manta, Ecuador",HC2723,209,Inepaca,4.57,NA,245,1 Jan 2017,Ecuador,Purse seine,288,3193,7325186,31.39,NA,NA,NA,Manta,NA,NA,P-04-00008,Alvarado,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3196&Lang=en,Mazcu I,Authorized to fishActive,8.53,"Av. Del Puerto De Veracruz #16-bParque Industrial Alfredo V. BonfilMazatlán,  SinaloaMéxico",NA,240,"Pesquera Mazcu I, S.A. de C.V.",4.26,NA,276,28 Apr 2005,Mexico,Purse seine,206,3196,8523876,32.91,NA,NA,NA,Mexico (north),NA,NA,NA,NA,1998
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3202&Lang=en,Gloria C,Authorized to fishActive,8.85,"Edf. FilanbancoPiso 4, Ofic. #4MantaEcuador",HC2603,196,"Pescimera, S.A.",6.18,850,248,1 Jan 2017,Ecuador,Purse seine,292,3202,7325174,31.85,NA,NA,NA,Manta,NA,San Antonio V - Change to Gloria C notified on 7 Oct 2003 (recorded on 14 Jan 2004)  - Flag at time of change: Ecuador,P-04-00010,Alvarado,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3214&Lang=en,Aldo,Authorized to fishActive,10.41,"Calle 16 Manareco BuildingManta, ManabiEcuador",HC5172,396,Grupo Degfer CIA Ltda.,5.79,2150,555,17 Dec 2013,Ecuador,Purse seine,673,3214,8328094,47.85,NA,NA,NA,Manta,Panama - Change to Ecuador notified on 8 Mar 2012 (recorded on 16 Mar 2012)  - Vessel name at time of change:  Sofia Lynn,Atunmanta - Change to Aldo notified on 17 Oct 2012 (recorded on 11 Dec 2012)  - Flag at time of change: Ecuador,P-04-00870,J.M. Martinac Shipbuilding,1967
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3232&Lang=en,Don Francesco,Authorized to fishActive,13.1,"Cerro Abajo, CarirubanaPunto Fijo, Edo. FalconVenezuela",YYJT,1089,Atunvenca,4.87,NA,1265,7 Jun 2006,Venezuela,Purse seine,945,3232,7827471,61.26,NA,NA,NA,NA,United States - Change to Venezuela notified on 14 Jan 2005 (recorded on 19 Jan 2005)  - Vessel name at time of change:  Lone Wolf,Lone Wolf - Change to Don Francesco notified on 23 Feb 2005 (recorded on 25 Feb 2005)  - Flag at time of change: Venezuela,AMMT-2429,Burton Shipyard,1982
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3244&Lang=en,La Rosa Mística,Authorized to fishActive,11.28,"Av. Intercomunal Alí PrimeraCalle California, Galpón 1 y 2Sector Industrial CreolandiaPunto Fijo, Edo. FalconVenezuela",YYJV,850,"Ingopesca, S.A.",5.63,NA,1154,7 Jun 2006,Venezuela,Purse seine,874,3244,7342304,62.17,NA,NA,NA,Callao,Panama - Change to Venezuela notified on 4 Feb 2005 (recorded on 4 Feb 2005)  - Vessel name at time of change:  Danielle. D,Danielle. D - Change to La Rosa Mística notified on 30 May 2005 (recorded on 16 Jun 2005)  - Flag at time of change: Venezuela,AMMT-2427,Richard Dunston,1977
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3250&Lang=en,Grenadier,Authorized to fishActive,12.19,"Carretera a Mamonal Km 8Cartagena, Colombia",NA,1089,Pescatún De Colombia,4.87,3600,1176,17 Jun 2005,Colombia,Purse seine,894,3250,7435278,59.74,NA,NA,NA,NA,Vanuatu - Change to Colombia notified on 22 Aug 1993 (recorded on 22 Aug 1993)  - Vessel name at time of change:  Grenadier,NA,MC-05-0477,San Diego Marine,1975
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3259&Lang=en,Sandra C,Authorized to fishActive,12.19,"Carretera a Mamonal Km 8Cartagena, Colombia",NA,1045,Pescatún De Colombia,4.87,3600,1175,17 Jun 2005,Colombia,Purse seine,897,3259,7366659,59.74,NA,NA,NA,NA,Vanuatu - Change to Colombia notified on 7 Sep 1994 (recorded on 7 Sep 1994)  - Vessel name at time of change:  Sandra C,NA,MC-05-0490,Campbells Industries,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3262&Lang=en,Milena A.,Authorized to fishActive,11.28,Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,HPYR,907,"Negocios Industriales Real NIRSA, S.A.",5.83,3520,996,1 Jan 2017,Ecuador,Purse seine,1192,3262,7342287,62.17,"Negocios Industriales Real (NIRSA), S.A.",Avenida Carlos Luis Plaza Dañín S/N Avenida Democracia (Ciudadela Atarazana)Junto Al Bolocentro2000 GuayaquilEcuador,This vessel has been chartered with a temporary transfer of capacity from Panama (996 m3).,Guayaquil,Panama - Change to Ecuador effective on 14 Feb 2012 (recorded on 22 Jun 2012)  - Vessel name at time of change:  Milena A.,Milena - Change to Milena A. notified on 31 Dec 2003 (recorded on 29 Apr 2004)  - Flag at time of change: Peru,29947-04-D,Richard Dunston,1976
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3274&Lang=en,American Eagle,Authorized to fishActive,12.19,"Carretera a Mamonal Km 8Cartagena, Colombia",NA,1055,Pescatún De Colombia,4.87,3600,1272,17 Jun 2005,Colombia,Purse seine,847,3274,7508910,59.74,NA,NA,NA,NA,Vanuatu - Change to Colombia notified on 7 Oct 1994 (recorded on 7 Oct 1994)  - Vessel name at time of change:  American Eagle,NA,MC-05-0492,Campbells Industries,1975
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3277&Lang=en,Claudia L,Authorized to fishActive,10,NA,HO-3647,350,"Folitop, S.A.",6.6,1500,490,1 Jan 2017,Ecuador,Purse seine,765,3277,8974520,40.86,NA,NA,NA,NA,Panama - Change to Ecuador notified on 6 Dec 2011 (recorded on 19 Jan 2012)  - Vessel name at time of change:  Claudia L,Sirenza I - Change to Claudia L notified on 30 Mar 2010 (recorded on 30 Mar 2010)  - Flag at time of change: Panama,P-00-00864,Industrias Navales del Pacífico,1999
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3283&Lang=en,Carmela,Authorized to fishActive,12.8,"Cerro Abajo, CarirubanaPunto Fijo, Edo. FalconVenezuela",YYGY,1089,"Avencatun, S.A.",5.48,NA,1265,7 Jun 2006,Venezuela,Purse seine,945,3283,7827457,68.58,NA,NA,NA,Puerto Sucre,United States - Change to Venezuela notified on 29 May 1997 (recorded on 29 May 1997)  - Vessel name at time of change:  Soleil Z,Soleil Z - Change to Carmela notified on 29 May 1997 (recorded on 29 May 1997)  - Flag at time of change: United States,AMMT-2094,Burton Shipyard,1981
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3286&Lang=en,Betty Elizabeth,Authorized to fishActive,8.83,Kilometro 5 1/2 via MantaRocafuerteMantaEcuador,HC2659,230,"Pesdel, S.A.",3.35,850,290,1 Jan 2017,Ecuador,Purse seine,229,3286,6924363,32.91,NA,NA,NA,Manta,Canada - Change to Ecuador notified on 6 Jan 1985 (recorded on 6 Jan 1985)  - Vessel name at time of change:  Royal Venture,Royal Venture - Change to Betty Elizabeth notified on 6 Jun 1986 (recorded on 6 Jun 1986)  - Flag at time of change: Ecuador,P-00-00688,Western Boat Building Company,1969
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3328&Lang=en,Mazpesca 2,Authorized to fishActive,12.19,"Av. Puerto de Mazatlán N° 406 Int. S/NParque Industrial Alfredo V. Bonfil82050 Mazatlán, SinaloaMéxico",XCIJ2,1089,"Mazpesca, S.A. de C.V.",4.99,3600,1181,10 Sep 2007,Mexico,Purse seine,894,3328,7435266,59.86,NA,NA,NA,San Diego,United States - Change to Mexico notified on 16 Aug 2002 (recorded on 14 Feb 2003)  - Vessel name at time of change:  Hornet III,María de la Paz - Change to Mazpesca 2 notified on 10 Sep 2007 (recorded on 12 Sep 2007)  - Flag at time of change: Mexico,2503207533-4,San Diego Marine,1975
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3361&Lang=en,Western Pacific,Authorized to fishActive,12.25,"4395 S. Cameron Street, Unit CLas Vegas,  NV  89103United States",WDD5296,1678,Western Pacific,8.22,3600,2349,1 Jan 2017,United States,Purse seine,1836,3361,7508893,79.27,NA,NA,NA,Honolulu,NA,Madrugador - Change to Western Pacific notified on 1 Dec 1980 (recorded on 1 Dec 1980)  - Flag at time of change: United States,564010,Campbells Industries,1975
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3370&Lang=en,Conquista,Authorized to fishActive,12.19,"Parque Industrial Fondeport Fancisco I Madero S/NPuerto ChiapasMazatlan, SinaloaMexico",XCRU4,1090,"Agropesca Del Fuerte, S.A. de C.V.",4.87,3600,1145,7 Jun 2006,Mexico,Purse seine,918,3370,7333212,59.3,NA,NA,NA,Puerto Chiapas,Venezuela - Change to Mexico notified on 25 Oct 2011 (recorded on 27 Oct 2011)  - Vessel name at time of change:  Conquista,Conquest - Change to Conquista notified on 22 Aug 1987 (recorded on 22 Aug 1987)  - Flag at time of change: United States,0701987133-8,San Diego Marine,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3373&Lang=en,Orinoco II,Authorized to fishActive,12.19,"Calle 50 y 53 P.H. Torre Global Bank.Oficina No. 31-02 (Piso 31)Santo DomingoPanamá, Rep. De Panamá",YYDX,1015,"Pesquera Orinoco, C.A.",8.3,NA,1422,7 Jun 2006,Venezuela,Purse seine,1574,3373,7333250,74.97,"Grupo Pezatun, C.A.",NA,NA,Puerto Sucre,United States - Change to Venezuela notified on 22 Oct 1986 (recorded on 22 Oct 1986)  - Vessel name at time of change:  Lucky Strike,Flamarca VII - Change to Orinoco II notified on 26 Jan 1995 (recorded on 26 Jan 1995)  - Flag at time of change: Venezuela,APNN-PE-0209,Campbells Industries,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3385&Lang=en,Doménica L,Authorized to fishActive,9.3,Avenida 9 de octubre 100 y avenida Malecón Simón BolivarGuayaquilEcuador,HC2877,272,Fidecomiso Mercantil De Garantia Lumitop,4.83,1125,351,17 Nov 2016,Ecuador,Purse seine,320,3385,8000886,34.59,"Servigrup, S.A.",Urbanización Río GrandeAv. Samborondón Km 0.5Solar A-2 (Junto a la Garita Principal)SamborondónEcuador,NA,Guayaquil,New Zealand - Change to Ecuador notified on 13 Dec 1995 (recorded on 13 Dec 1995)  - Vessel name at time of change:  Western Pacific,Western Pacific I - Change to Doménica L notified on 23 Nov 2006 (recorded on 2 Apr 2007)  - Flag at time of change: Ecuador,P-00-00764,Weco Dorman Saintventure,1979
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3394&Lang=en,Falcon,Authorized to fishActive,11.67,"Cerro Abajo, CarirubanaPunto Fijo, Edo. FalconVenezuela",YYCL,918,"Panamericana, S.A.",7.26,2685,1632,16 Mar 2010,Venezuela,Purse seine,1640,3394,7395521,78.14,NA,NA,NA,Punta De Piedras,United States - Change to Venezuela notified on 18 Sep 1984 (recorded on 18 Sep 1984)  - Vessel name at time of change:  Falcon,Katherine Lisa - Change to Falcon notified on 8 Dec 1979 (recorded on 8 Dec 1979)  - Flag at time of change: United States,AMMT-1335,San Diego Marine,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3403&Lang=en,Emilio,Authorized to fishActive,11.8,Av. Malecón S/N y Calle 19Edificio Nories piso 6Oficina 601MantaEcuador,HC5593,1373,Maritma Ecuatorial S.A. Ecuamaritima,7.62,3600,1488,1 Nov 2005,Ecuador,Purse seine,1501,3403,7235628,70.25,NA,NA,1488 m3 of well volume with which this vessel is operating has been loaned by Guatemala.,Manta,Nicaragua - Change to Ecuador notified on 9 Oct 2014 (recorded on 10 Dec 2014)  - Vessel name at time of change:  Emilio,Micatuna - Change to Emilio notified on 22 Jul 2011 (recorded on 22 Jul 2011)  - Flag at time of change: Belize,P-04-00961,Tacoma Boat Works,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3406&Lang=en,Cape Cod,Authorized to fishActive,12.19,"10500 NE 8th Street, Suite 1888Bellevue, WA 98004United States",WDD5547,1089,"Cape Cod Fishing, LP",6.09,3600,1525,1 Jan 2017,United States,Purse seine,1216,3406,7806283,59.74,Trimarine Fishing Management,"10500 NE 8th Street, Suite 1888Bellevue, WA 98004United States",NA,Pago Pago,NA,Uncle Louie - Change to Cape Cod notified on 30 Nov 2006 (recorded on 27 Dec 2006)  - Flag at time of change: United States,599831,Campbells Industries,1978
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3409&Lang=en,Amazonas,Authorized to fishActive,10.97,"Calle Vía Ferry Mar Local Galpon Venepesca Nro 01Sector El SaladoCumana, Puerto SucrePanamá, Rep. De Panamá",YYFB,998,"Pesquera Amazonas, C.A.",4.57,3600,1084,7 Jun 2006,Venezuela,Purse seine,916,3409,7121138,65.31,"Grupo Pezatun, C.A.",NA,NA,Puerto Sucre,United States - Change to Venezuela notified on 1 Oct 1988 (recorded on 1 Oct 1988)  - Vessel name at time of change:  Rose Ann Marie,Flamarca IX - Change to Amazonas notified on 3 Nov 1994 (recorded on 3 Nov 1994)  - Flag at time of change: Venezuela,APNN-PE-0212,San Diego Marine,1971
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3415&Lang=en,Ventuari,Authorized to fishActive,12.19,"Calle 50 y 53 P.H. Torre Global Bank.Oficina No. 31-02 (Piso 31)Santo DomingoPanamá, Rep. De Panamá",YYGZ,1285,"Pesquera Ventuari, C.A.",8.22,NA,1506,7 Jun 2006,Venezuela,Purse seine,1363,3415,7407908,70.5,"Grupo Pezatun, C.A.",NA,NA,Puerto Sucre,United States - Change to Venezuela notified on 18 Oct 1997 (recorded on 18 Oct 1997)  - Vessel name at time of change:  Larry Z,Larry Z - Change to Ventuari notified on 18 Oct 1997 (recorded on 18 Oct 1997)  - Flag at time of change: United States,APNN-PE-0211,Tacoma Boat Works,1974
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3418&Lang=en,Curimagua,Authorized to fishActive,11.58,"Cerro Abajo, CarirubanaPunto Fijo, Edo. FalconVenezuela",YYCK,1011,Atunfalca,4.57,NA,1361,7 Jun 2006,Venezuela,Purse seine,869,3418,7366740,59.43,NA,NA,NA,Puerto Sucre,United States - Change to Venezuela notified on 22 Sep 1984 (recorded on 22 Sep 1984)  - Vessel name at time of change:  Constellation,Carirubana - Change to Curimagua notified on 9 Aug 2005 (recorded on 7 Feb 2006)  - Flag at time of change: Venezuela,AMMT-1334,San Diego Marine,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3430&Lang=en,Raffaello,Authorized to fishActive,12.19,"3511 Silverside Road, Suite 105Wilmington, DE 19810-4902United States",WDD9140,943,"Pacific Coast Rafaello, LLC",5.94,3600,1084,28 Apr 2005,United States,Purse seine,995,3430,7212377,53.09,NA,NA,NA,Las Vegas,Nicaragua - Change to United States effective on 11 Oct 2007 (recorded on 2 Nov 2007)  - Vessel name at time of change:  Raffaello,NA,539046,J.M. Martinac Shipbuilding,1972
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3442&Lang=en,San Miguel,Authorized to fishActive,8.53,"Puerto Mazatlán No. 280Int. 8 Alfredo V. BonfilC.P. 82050 Mazatlán, SinaloaMéxico",NA,251,"Pesquera Miryam, S.A. de C.V.",3.65,1100,294,6 Apr 2011,Mexico,Purse seine,297,3442,7604764,31.39,NA,"Josefa Ortiz de Dominguez No. 800MontuosaMazatlán, SinaloaMéxico",NA,Mazatlan,NA,Vizcaino - Change to San Miguel notified on 13 Feb 2003 (recorded on 8 Aug 2003)  - Flag at time of change: Mexico,2503167933-6,Marco Marine,1976
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3451&Lang=en,Mariajosé,Authorized to fishActive,11.58,Km 7 1/2 Vía a Daule en FehierroGuayaquilEcuador,HC4466,889,"Senzer, S.A.",4.57,1320,1040,14 Jan 2006,Ecuador,Purse seine,1193,3451,7230745,52.73,NA,NA,NA,NA,Belize - Change to Ecuador notified on 11 Nov 2001 (recorded on 11 Nov 2001)  - Vessel name at time of change:  Mariajosé,Karla Renata - Change to Mariajosé notified on 21 Feb 2001 (recorded on 21 Feb 2001)  - Flag at time of change: Belize,P-06-00695,NA,1942
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3484&Lang=en,Carol Linda,Authorized to fishActive,12.8,"Emilio Barragán 1010Col. Montuosa C.P. 82030 Mazatlán, SinaloaMexico",XCBF6,923,"Pesca Industrial Atunera de Altura, S.A. de C.V.",5.63,3600,1292,3 Mar 2017,Mexico,Purse seine,1998,3484,7827445,83.51,NA,"Av. Cruz Lizarraga1000 Int. 307 TelleriaMazatlán, SinaloaMexico",NA,Ensenada,United States - Change to Mexico notified on 10 Mar 2017 (recorded on 8 May 2017)  - Vessel name at time of change:  Carol Linda,NA,0201495633-5,Burton Shipyard,1980
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3496&Lang=en,Sea Gem,Authorized to fishActive,12.8,Bocagrande Cr 3 #6A-100Edificio Torre EmpresarialProtección Of 10-01CartagenaColombia,HJDA,1121,"Sierralta Internacional, S.A.",5.56,3600,1274,17 Jun 2005,Colombia,Purse seine,1468,3496,7528001,59.19,NA,NA,NA,Cartagena,Bolivia - Change to Colombia notified on 17 Dec 2004 (recorded on 21 Jan 2005)  - Vessel name at time of change:  Sea Gem,NA,MC-05-550,J.M. Martinac Shipbuilding,1976
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3505&Lang=en,Lucile,Authorized to fishActive,11.9,"Calle 50, Edificio Plaza 2000Piso No. 19Panamá",HO3126,1089,Lucille Fishing Corporation,7.44,3600,"1269   (Total capacity: 1582m3. Well(s) (P1, P10, P2, S10, S2) not to be used for fish storage.)",2 Jul 2018,Nicaragua,Purse seine,906,3505,8650784,64.89,"Nicaraguense de Atun, Sociedad Anonima (NICATUN)",NA,NA,Corinto,Panama - Change to Nicaragua notified on 1 Sep 2011 (recorded on 7 Sep 2011)  - Vessel name at time of change:  Lucile F,Lucile F - Change to Lucile notified on 31 Jan 2013 (recorded on 5 Feb 2013)  - Flag at time of change: Nicaragua,NA,Campbells Industries,1975
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3508&Lang=en,Taurus I,Authorized to fishActive,12.18,"Sector El DiqueMuelle PesqueroLocal Galpon No. 1Cumaná, Edo. Sucre 6101Venezuela",YYAB,1235,"Inversiones Atuneras, C.A.",8.2,3600,1648,16 Mar 2010,Venezuela,Purse seine,1835,3508,7806295,78.23,NA,NA,NA,Punta De Piedras,NA,El Rifle - Change to Taurus I notified on 27 Nov 1995 (recorded on 27 Nov 1995)  - Flag at time of change: Venezuela,AMMT-PE-0052,Campbells Industries,1980
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3517&Lang=en,Charo,Authorized to fishActive,12.8,Calle 125 y Av 103Zona Industrial Los EsterosMantaEcuador,HC2995,1645,"Atunera Manta, S.A.",8.22,NA,2023,1 Jan 2017,Ecuador,Purse seine,2384,3517,8107646,86.86,NA,NA,NA,Manta,Belize - Change to Ecuador notified on 24 Jun 1995 (recorded on 24 Jun 1995)  - Vessel name at time of change:  Charo,Tungui - Change to Charo notified on 21 Dec 1993 (recorded on 21 Dec 1993)  - Flag at time of change: Mexico,P-04-00506,Astilleros del Cadaqua S.A.,1984
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3529&Lang=en,Maria Eulogia,Authorized to fishActive,12.8,Panama,H6APAT,1089,Seacorp Management Incorporated,5.56,4050,1217,27 Jan 2006,Nicaragua,Purse seine,1072,3529,8003254,59.19,NA,NA,NA,Corinto,Panama - Change to Nicaragua notified on 7 Sep 2005 (recorded on 8 Sep 2005)  - Vessel name at time of change:  Andrea F,Maria Eulogia F - Change to Maria Eulogia notified on 21 May 2010 (recorded on 26 May 2010)  - Flag at time of change: Nicaragua,8,J.M. Martinac Shipbuilding,1981
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3535&Lang=en,Maria Fatima,Authorized to fishActive,8.53,"Provincia:Guayas, Cantón:Daule, Parroquia:Los Lojas Enrique Baquerizo MorenoCiudadela:Matices, Número: SL4, Ref:Frente al Centro Comercial El Dorado",HC2471,190,"Atun Tropical Atuntro, S.A.",4.57,NA,338,1 Jan 2017,Ecuador,Purse seine,398,3535,7325198,31.39,NA,NA,NA,Manta,NA,Princesa Pacha - Change to Maria Fatima notified on 15 Dec 1994 (recorded on 15 Dec 1994)  - Flag at time of change: Ecuador,P-00-00758,NA,1974
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3538&Lang=en,Taurus Tuna,Authorized to fishActive,12.14,"Puerto Pesquero CumanáGalpon No. 1 NatocaCumaná, Edo. Sucre 6101Venezuela",YYEK,1230,"Corporación Atunera, S.A. (COASA)",8.17,3600,1644,16 Mar 2010,Venezuela,Purse seine,1800,3538,7230422,78.62,NA,NA,NA,Puerto Sucre,Panama - Change to Venezuela notified on 6 Nov 1990 (recorded on 6 Nov 1990)  - Vessel name at time of change:  Pan Pacific,Pan Pacific - Change to Taurus Tuna notified on 22 Nov 1999 (recorded on 22 Nov 1999)  - Flag at time of change: Venezuela,APNN-PE-0089,Campbells Industries,1972
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3553&Lang=en,María de Gracia,Authorized to fishActive,8.38,"Provincia:Guayas, Cantón:Daule, Parroquia:Los Lojas Enrique Baquerizo MorenoCiudadela:Matices, Número: SL4, Ref:Frente al Centro Comercial El Dorado",HC2489,234,"Atun Tropical Atuntro, S.A.",6.15,1800,277   (Total capacity: 328m3. Sealed well(s): S3.),21 Apr 2017,Ecuador,Purse seine,358,3553,7369754,36.58,NA,NA,NA,Manta,Venezuela - Change to Ecuador notified on 28 Apr 1996 (recorded on 28 Apr 1996)  - Vessel name at time of change:  Don Quijote,Anais - Change to María de Gracia effective on 30 Jan 2017 (recorded on 24 Apr 2017)  - Flag at time of change: Ecuador,P-04-00414,Fabrimet S.A.,1979
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3556&Lang=en,Amanda S,Authorized to fishActive,13.1,Bocagrande Cr 3 #6A-100Edificio Torre EmpresarialProtección Of 10-01CartagenaColombia,HJCZ,1145,Havenwood Business Corporation,8.3,3600,1480,17 Jun 2005,Colombia,Purse seine,1535,3556,8121587,66.14,NA,NA,NA,Cartagena,Bolivia - Change to Colombia notified on 17 Dec 2004 (recorded on 21 Jan 2005)  - Vessel name at time of change:  Amanda S,Amanda - Change to Amanda S notified on 23 Jul 2000 (recorded on 23 Jul 2000)  - Flag at time of change: Vanuatu,MC-05-553,Astilleros del Cadaqua S.A.,1983
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3562&Lang=en,Koorale,Authorized to fishActive,12.19,"5663 Balboa Avenue, Suite 461San Diego, CA 92111-2705United States",WDC4205,997,M & F Fishing Incorporated,4.63,NA,1245,24 Nov 2015,United States,Purse seine,975,3562,7233280,55.5,NA,NA,NA,Long Beach,NA,Royal Pacific - Change to Koorale notified on 15 Feb 1989 (recorded on 15 Feb 1989)  - Flag at time of change: United States,545564,J.M. Martinac Shipbuilding,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3571&Lang=en,Nazca,Authorized to fishActive,13.23,Bocagrande Cr 3 #6A-100Edificio Torre EmpresarialProtección Of 10-01CartagenaColombia,HJDB,1196,Namawak Corporation,8.06,4980,1451,17 Jun 2005,Colombia,Purse seine,1619,3571,9183738,67.97,NA,NA,NA,Cartagena,Bolivia - Change to Colombia notified on 17 Dec 2004 (recorded on 21 Jan 2005)  - Vessel name at time of change:  Nazca,NA,MC-05-552,Tradeco,1998
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3577&Lang=en,El Dorado,Authorized to fishActive,12.49,"Av. Puerto de Mazatlan 406 Interior FCol. Alfredo V. Bonfil82050 Mazatlán,  SinaloaMéxico",WRT3734,1542,"Pesca Azteca, S.A. de C. V.",5.79,NA,1711,28 Apr 2005,Mexico,Purse seine,1173,3577,8129539,72.66,NA,NA,NA,NA,Unknown - Change to Mexico notified on 31 Jan 2005 (recorded on 1 Feb 2005)  - Vessel name at time of change:  El Dorado,Cape Elizabeth - Change to El Dorado notified on 20 Jan 2005 (recorded on 21 Jan 2005)  - Flag at time of change: Unknown,NA,Peterson Builders Incorporated,1982
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3586&Lang=en,Sea Tuna I,Authorized to fishActive,12.31,Ancon Corozal AvenueArnulfo Arias MadridEdificio 374Panamá,V3NM4,1270,"Pescatun 2 Panama, S.A.",6.55,3600,1487,22 Jun 2009,Nicaragua,Purse seine,1526,3586,7123473,64.7,"Industrial Atunera De Nicaragua, S.A.",NA,NA,Corinto,Belize - Change to Nicaragua notified on 22 Jun 2011 (recorded on 27 Jun 2011)  - Vessel name at time of change:  Justicia,Araceli - Change to Sea Tuna I notified on 10 Sep 2015 (recorded on 10 Sep 2015)  - Flag at time of change: Nicaragua,691020003,Tacoma Boat Works,1971
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3595&Lang=en,Pescatun I,Authorized to fishActive,12.2,Ancon Corozal AvenueArnulfo Arias MadridEdificio 374Panamá,HP-9341,998,"Pescatun 3 Panama, S.A.",7.4,3600,1244,1 Nov 2005,Nicaragua,Purse seine,1086,3595,7305409,58,"Industrial Atunera De Nicaragua, S.A.",NA,NA,Corinto,Guatemala - Change to Nicaragua notified on 19 Jan 2012 (recorded on 19 Jan 2012)  - Vessel name at time of change:  Woonaan,Bernardino - Change to Pescatun I notified on 10 Sep 2015 (recorded on 10 Sep 2015)  - Flag at time of change: Nicaragua,CCPQ-870-2010,J.M. Martinac Shipbuilding,1973
https://www.iattc.org/VesselRegister/VesselDetails.aspx?VesNo=3604&Lang=en,Cape May,Authorized to fishActive,12.8,"10500 NE 8th Street, Suite 1888Bellevue, WA 98004United States",WRA8610,1089,"Cape May Fishing, LP",4.57,3600,1525,1 Jan 2017,United States,Purse seine,1056,3604,8103028,61.26,Trimarine Fishing Management,"10500 NE 8th Street, Suite 1888Bellevue, WA 98004United States",NA,Pago Pago,NA,Legacy - Change to Cape May notified on 21 May 2007 (recorded on 12 Oct 2007)  - Flag at time of change: United States,645777,J.M. Martinac Shipbuilding,1982
